StudentID,department,gender,address,admission_status,aboriginal,child_of_new_residents,family_children_ranking,parent_avg_income_per_month,on_campus_accommodation,main_source_of_living_expenses,student_loan,tuition_waiver,father_live_or_not,father_occupations,father_education,mother_live_or_not,mother_occupations,mother_education,num_required_credits,num_elective_credits,sick_leave,personal_leave,learning_status,target_group
6849,Computer Science,Female,Urban,Not Admitted,0,0,1,3117,1,Scholarship,1,1,0,Businessman,High School,0,Police Officer,High School,94,5,3,4,0,Group 1
9434,Psychology,Male,Rural,Not Admitted,0,1,5,5100,1,Family Support,1,1,1,Chef,Master,1,Teacher,Master,84,27,3,3,0,Group 2
2609,Business Administration,Female,Urban,Admitted,0,0,3,6263,0,Family Support,1,0,0,Police Officer,Master,1,Teacher,High School,67,0,1,1,1,Group 2
4544,Business Administration,Male,Urban,Not Admitted,1,1,1,7667,1,Scholarship,1,0,1,Engineer,High School,1,Pilot,Master,46,11,4,2,0,Group 2
8691,Computer Science,Male,Rural,Not Admitted,1,1,3,4960,1,Family Support,1,1,1,Police Officer,Bachelor,1,Engineer,Master,82,12,2,2,1,Group 3
2704,Biology,Female,Urban,Not Admitted,0,0,1,7618,0,Scholarship,0,0,1,Artist,Master,1,Engineer,Bachelor,115,13,1,2,1,Group 3
7605,Engineering,Female,Urban,Admitted,0,0,3,3771,1,Scholarship,1,0,1,Doctor,Bachelor,0,Doctor,Bachelor,119,13,4,2,0,Group 1
8511,Business Administration,Male,Urban,Not Admitted,0,1,4,5829,0,Family Support,0,1,0,Pilot,Master,0,Engineer,High School,97,11,0,3,0,Group 1
2636,Business Administration,Male,Rural,Not Admitted,1,0,5,7208,1,Family Support,0,0,0,Doctor,High School,1,Artist,Bachelor,69,11,1,2,1,Group 3
5615,Biology,Male,Rural,Admitted,1,1,1,4287,0,Family Support,1,0,0,Lawyer,High School,1,Police Officer,Bachelor,72,26,1,0,0,Group 1
3597,Biology,Female,Urban,Not Admitted,1,0,5,4367,0,Scholarship,1,1,1,Lawyer,Master,1,Pilot,Master,76,6,4,4,0,Group 1
9996,Psychology,Male,Urban,Not Admitted,0,1,1,6594,1,Family Support,0,1,1,Artist,High School,0,Teacher,Master,82,3,0,3,1,Group 3
8881,Psychology,Female,Rural,Not Admitted,1,0,1,3098,0,Family Support,1,1,1,Businessman,High School,1,Engineer,Bachelor,38,16,2,2,1,Group 3
8578,Engineering,Male,Rural,Admitted,0,0,1,4046,0,Scholarship,1,0,0,Doctor,High School,0,Artist,Bachelor,92,7,1,3,1,Group 2
7869,Engineering,Male,Rural,Admitted,0,1,3,7334,1,Family Support,0,0,0,Police Officer,Bachelor,0,Businesswoman,Bachelor,56,13,1,2,1,Group 1
6283,Computer Science,Male,Rural,Not Admitted,0,0,2,6803,1,Family Support,1,1,1,Chef,Master,0,Doctor,Bachelor,54,9,1,1,1,Group 2
4520,Psychology,Male,Urban,Admitted,0,0,3,6755,1,Family Support,1,1,0,Teacher,Bachelor,1,Police Officer,Bachelor,88,21,2,1,0,Group 3
3713,Business Administration,Female,Rural,Admitted,1,1,2,7482,1,Family Support,1,1,0,Pilot,High School,1,Nurse,Bachelor,40,4,2,3,1,Group 2
9425,Psychology,Female,Urban,Admitted,1,1,3,3605,1,Family Support,1,0,1,Lawyer,High School,1,Businesswoman,High School,97,15,0,1,0,Group 3
9719,Business Administration,Male,Rural,Not Admitted,0,1,2,5169,1,Scholarship,1,1,0,Lawyer,Master,1,Doctor,Bachelor,42,5,0,0,1,Group 2
6467,Biology,Male,Rural,Not Admitted,0,0,1,3562,0,Scholarship,0,1,0,Engineer,Master,0,Doctor,Master,61,15,3,0,0,Group 1
3252,Psychology,Male,Rural,Admitted,0,0,1,7000,1,Scholarship,1,0,0,Artist,Bachelor,0,Artist,Master,49,23,3,4,1,Group 2
8766,Biology,Female,Rural,Not Admitted,0,1,2,3019,1,Scholarship,0,0,0,Businessman,Master,1,Doctor,High School,46,21,2,1,1,Group 3
7885,Engineering,Male,Urban,Admitted,0,1,2,7637,1,Scholarship,1,1,0,Artist,Bachelor,1,Teacher,Bachelor,52,29,1,3,0,Group 2
7105,Engineering,Female,Urban,Admitted,0,0,5,6960,1,Family Support,0,0,0,Businessman,Bachelor,1,Police Officer,High School,33,17,2,3,1,Group 3
8068,Computer Science,Female,Urban,Not Admitted,1,1,1,4323,1,Family Support,1,1,0,Teacher,Master,1,Businesswoman,High School,115,14,3,1,1,Group 1
9301,Psychology,Female,Rural,Admitted,1,1,3,6541,1,Scholarship,1,1,0,Doctor,Master,1,Librarian,Bachelor,115,28,3,4,1,Group 3
4069,Biology,Female,Urban,Admitted,1,1,5,6157,1,Family Support,1,0,0,Artist,Master,1,Pilot,Master,40,5,4,2,0,Group 3
6710,Business Administration,Male,Rural,Admitted,0,0,2,6740,1,Family Support,1,0,1,Businessman,Master,1,Nurse,High School,95,8,3,2,0,Group 3
4913,Engineering,Male,Rural,Admitted,1,0,3,5159,1,Family Support,0,1,0,Businessman,Bachelor,1,Businesswoman,High School,118,16,0,2,0,Group 1
2746,Engineering,Female,Urban,Not Admitted,1,1,4,4314,0,Scholarship,0,0,0,Artist,Master,0,Businesswoman,High School,45,15,4,4,1,Group 3
6016,Business Administration,Male,Rural,Admitted,1,0,4,5426,0,Scholarship,1,0,1,Doctor,High School,1,Police Officer,High School,66,1,4,1,0,Group 1
3683,Biology,Male,Rural,Not Admitted,1,0,4,6953,0,Family Support,0,1,1,Engineer,High School,1,Businesswoman,High School,105,2,1,3,0,Group 3
9774,Biology,Male,Urban,Admitted,1,1,3,3939,1,Scholarship,0,0,1,Businessman,Master,1,Doctor,Master,74,4,3,4,0,Group 3
3513,Psychology,Female,Rural,Not Admitted,0,0,2,3237,1,Scholarship,0,0,0,Engineer,High School,0,Teacher,Bachelor,61,21,3,4,0,Group 1
2863,Psychology,Male,Rural,Admitted,0,1,3,3643,0,Family Support,0,1,0,Engineer,Bachelor,0,Police Officer,Master,95,15,4,0,0,Group 2
1584,Computer Science,Male,Urban,Admitted,0,0,5,3184,1,Scholarship,0,1,0,Businessman,High School,0,Nurse,Master,62,18,2,0,0,Group 1
3926,Engineering,Male,Urban,Not Admitted,1,1,5,4830,0,Family Support,0,0,0,Engineer,Master,0,Nurse,Bachelor,72,7,0,1,1,Group 2
9838,Psychology,Male,Rural,Not Admitted,0,1,4,4785,1,Scholarship,0,0,0,Doctor,High School,1,Police Officer,High School,81,21,3,3,1,Group 3
4214,Biology,Male,Urban,Admitted,1,1,2,4448,1,Family Support,1,1,0,Engineer,High School,1,Artist,Bachelor,97,14,2,2,1,Group 1
8427,Business Administration,Male,Rural,Admitted,0,0,5,7577,1,Family Support,1,1,1,Pilot,Master,1,Police Officer,High School,101,24,3,2,0,Group 3
4171,Biology,Male,Urban,Admitted,1,1,1,4381,1,Scholarship,0,0,0,Lawyer,Bachelor,1,Police Officer,Bachelor,104,27,2,2,1,Group 2
7848,Engineering,Male,Rural,Admitted,1,0,1,3361,0,Family Support,0,1,0,Lawyer,Bachelor,1,Teacher,Master,113,28,0,2,0,Group 3
4491,Biology,Male,Urban,Admitted,0,1,4,4059,1,Family Support,0,0,0,Lawyer,Master,1,Artist,Bachelor,85,12,0,1,0,Group 1
7504,Computer Science,Male,Urban,Not Admitted,0,0,4,3515,0,Scholarship,1,1,0,Artist,High School,1,Artist,Master,42,15,0,1,1,Group 3
7011,Engineering,Female,Rural,Not Admitted,1,1,4,3329,1,Family Support,0,1,1,Chef,Bachelor,0,Nurse,Bachelor,92,0,0,0,1,Group 2
8193,Business Administration,Male,Urban,Admitted,1,1,5,6141,0,Scholarship,1,0,0,Artist,Master,1,Engineer,Bachelor,74,18,1,2,1,Group 1
8964,Computer Science,Female,Urban,Not Admitted,0,0,2,6739,1,Scholarship,1,0,1,Doctor,Bachelor,0,Teacher,High School,45,3,4,2,0,Group 2
3983,Engineering,Male,Rural,Not Admitted,0,1,4,3292,1,Scholarship,0,1,1,Police Officer,Master,0,Businesswoman,Bachelor,85,6,3,3,0,Group 1
2408,Business Administration,Female,Urban,Admitted,1,1,3,3359,1,Scholarship,0,0,1,Police Officer,Bachelor,1,Businesswoman,High School,94,17,3,2,1,Group 3
5693,Computer Science,Female,Urban,Not Admitted,0,0,4,4609,1,Scholarship,1,0,1,Chef,Master,1,Businesswoman,Master,103,3,2,1,1,Group 2
8136,Computer Science,Male,Urban,Admitted,0,0,5,5571,0,Family Support,1,0,1,Lawyer,Bachelor,1,Police Officer,High School,42,2,1,0,0,Group 2
8552,Engineering,Female,Rural,Not Admitted,0,1,2,4360,0,Family Support,1,0,1,Teacher,Master,1,Engineer,High School,82,13,3,4,1,Group 2
1759,Psychology,Female,Urban,Not Admitted,0,1,4,3623,0,Scholarship,0,0,1,Businessman,High School,0,Doctor,High School,46,6,0,2,0,Group 1
1471,Computer Science,Female,Rural,Not Admitted,1,0,1,4565,0,Family Support,0,1,0,Engineer,Master,1,Teacher,Bachelor,79,24,3,2,0,Group 3
1944,Computer Science,Male,Rural,Not Admitted,1,1,4,4920,0,Scholarship,1,0,0,Businessman,High School,1,Doctor,Bachelor,69,6,2,4,0,Group 2
1485,Business Administration,Female,Urban,Not Admitted,1,1,4,4511,1,Family Support,0,0,1,Artist,Master,0,Doctor,Master,72,19,3,4,0,Group 3
9937,Biology,Female,Rural,Admitted,0,0,2,7713,0,Scholarship,1,0,1,Engineer,High School,0,Teacher,Master,81,17,2,3,1,Group 1
6238,Engineering,Male,Rural,Not Admitted,1,1,3,3574,0,Family Support,1,0,1,Businessman,Master,0,Businesswoman,Master,45,6,0,1,0,Group 2
9426,Engineering,Female,Rural,Admitted,1,1,4,5001,0,Family Support,1,0,0,Teacher,High School,0,Librarian,Master,72,7,2,2,1,Group 2
2884,Psychology,Female,Rural,Not Admitted,0,0,4,3396,1,Family Support,0,0,1,Police Officer,Master,1,Police Officer,Master,109,26,3,4,1,Group 1
6102,Psychology,Female,Urban,Not Admitted,0,1,5,5708,0,Family Support,1,0,1,Teacher,Bachelor,0,Pilot,Master,80,29,3,0,1,Group 2
2127,Engineering,Male,Urban,Not Admitted,1,1,2,7497,0,Family Support,1,1,1,Teacher,Bachelor,0,Doctor,Bachelor,94,22,2,4,0,Group 1
2052,Psychology,Female,Urban,Admitted,1,1,5,4511,0,Scholarship,0,0,1,Pilot,Bachelor,0,Librarian,Bachelor,114,19,1,4,1,Group 1
9056,Business Administration,Male,Rural,Not Admitted,0,1,4,5093,0,Family Support,1,1,0,Engineer,Bachelor,0,Engineer,Bachelor,89,6,2,1,1,Group 1
8679,Engineering,Female,Rural,Not Admitted,0,1,4,7782,1,Family Support,1,0,0,Police Officer,Master,1,Teacher,Bachelor,53,19,3,2,1,Group 1
8094,Psychology,Female,Urban,Admitted,0,0,1,7249,1,Scholarship,1,0,1,Lawyer,Bachelor,0,Librarian,Master,83,27,0,4,0,Group 2
5506,Engineering,Female,Rural,Admitted,0,1,5,7356,0,Family Support,1,0,0,Artist,Master,0,Police Officer,High School,75,5,2,4,0,Group 2
6934,Biology,Female,Urban,Admitted,0,1,2,5692,1,Family Support,1,0,0,Artist,High School,1,Police Officer,Bachelor,49,21,0,2,0,Group 1
5268,Computer Science,Male,Rural,Not Admitted,1,0,4,5032,1,Scholarship,1,0,1,Lawyer,Bachelor,0,Teacher,Bachelor,78,8,3,1,0,Group 2
4740,Engineering,Female,Urban,Not Admitted,1,1,1,4354,0,Family Support,1,0,1,Engineer,Bachelor,0,Artist,Master,43,19,3,2,1,Group 2
2803,Computer Science,Male,Urban,Not Admitted,1,1,1,7734,1,Family Support,1,0,1,Teacher,Bachelor,0,Artist,Master,30,22,4,1,1,Group 3
9158,Psychology,Female,Urban,Not Admitted,1,1,3,5752,1,Scholarship,1,0,1,Police Officer,Bachelor,0,Police Officer,Bachelor,115,22,3,3,1,Group 2
4523,Computer Science,Male,Rural,Admitted,0,0,2,4292,1,Family Support,0,1,1,Doctor,Master,0,Artist,Master,82,8,2,2,1,Group 1
1999,Engineering,Female,Urban,Admitted,0,1,1,6735,1,Family Support,0,0,1,Police Officer,Bachelor,1,Teacher,Master,100,6,2,3,0,Group 1
9504,Biology,Female,Rural,Not Admitted,1,0,2,7252,1,Scholarship,1,1,1,Lawyer,Bachelor,0,Businesswoman,Master,61,1,4,1,0,Group 1
3646,Psychology,Male,Rural,Admitted,0,0,4,6739,1,Family Support,0,1,0,Chef,Master,1,Engineer,Master,33,21,2,4,1,Group 1
6360,Engineering,Male,Urban,Admitted,1,1,3,7709,1,Scholarship,0,1,1,Police Officer,High School,0,Teacher,Master,45,23,1,0,0,Group 1
6772,Psychology,Male,Urban,Admitted,1,0,2,5476,1,Scholarship,0,1,1,Police Officer,Master,0,Teacher,Bachelor,110,24,3,1,1,Group 3
9337,Business Administration,Male,Rural,Not Admitted,1,0,3,4908,0,Family Support,0,1,0,Lawyer,High School,1,Engineer,Master,59,14,3,4,0,Group 2
2822,Computer Science,Female,Rural,Admitted,1,0,2,5899,1,Scholarship,0,1,0,Doctor,High School,1,Engineer,High School,100,17,4,0,1,Group 2
7019,Business Administration,Male,Urban,Not Admitted,1,0,2,4275,1,Scholarship,1,1,1,Police Officer,Master,1,Pilot,High School,49,7,3,3,0,Group 2
9915,Engineering,Male,Urban,Not Admitted,1,1,5,7362,1,Family Support,1,1,1,Pilot,Bachelor,0,Pilot,Master,89,28,1,4,1,Group 2
6659,Biology,Male,Rural,Not Admitted,0,1,3,3058,0,Scholarship,1,0,0,Doctor,Master,1,Police Officer,High School,62,20,3,2,1,Group 3
8948,Psychology,Female,Urban,Admitted,0,1,2,6923,0,Scholarship,0,0,0,Pilot,Bachelor,0,Artist,High School,105,29,2,2,1,Group 1
5414,Computer Science,Female,Urban,Admitted,1,1,5,3616,1,Family Support,0,1,0,Engineer,Master,1,Pilot,Master,44,25,3,2,1,Group 2
6166,Psychology,Female,Urban,Admitted,1,0,5,6671,0,Family Support,0,0,1,Businessman,High School,1,Nurse,Bachelor,86,21,1,4,1,Group 1
9668,Engineering,Female,Urban,Admitted,1,1,3,5218,0,Family Support,0,1,0,Pilot,Master,1,Librarian,Bachelor,44,16,2,1,1,Group 2
9561,Psychology,Male,Rural,Not Admitted,0,1,4,4711,1,Scholarship,0,1,0,Doctor,High School,1,Pilot,Bachelor,49,7,2,3,1,Group 3
6937,Computer Science,Female,Rural,Not Admitted,0,0,3,4342,0,Family Support,1,0,1,Doctor,Master,0,Doctor,Master,110,16,1,4,0,Group 3
2128,Engineering,Male,Urban,Not Admitted,0,1,2,7752,0,Family Support,1,0,0,Police Officer,Master,1,Nurse,High School,71,10,4,0,0,Group 2
3364,Psychology,Female,Urban,Admitted,1,0,4,7932,0,Family Support,0,0,1,Doctor,Bachelor,1,Engineer,Bachelor,117,28,4,4,0,Group 1
2049,Biology,Male,Rural,Admitted,0,1,3,4023,0,Scholarship,0,0,1,Doctor,Master,1,Pilot,High School,70,16,3,4,1,Group 2
7374,Engineering,Male,Rural,Admitted,1,1,3,3733,0,Family Support,0,1,0,Artist,Bachelor,0,Doctor,Master,44,7,0,3,1,Group 2
4149,Engineering,Male,Rural,Not Admitted,0,1,3,3397,0,Scholarship,0,0,1,Lawyer,Master,1,Doctor,Bachelor,41,10,2,1,1,Group 3
5902,Biology,Male,Rural,Not Admitted,1,0,3,6086,0,Scholarship,0,0,0,Engineer,High School,0,Librarian,Bachelor,48,22,1,1,1,Group 1
9164,Business Administration,Male,Rural,Admitted,1,1,4,3968,1,Scholarship,0,0,0,Police Officer,Master,0,Engineer,High School,42,29,1,1,0,Group 3
4816,Computer Science,Female,Urban,Not Admitted,1,1,2,3461,0,Scholarship,1,1,1,Lawyer,Bachelor,0,Artist,High School,62,20,2,1,1,Group 2
7062,Business Administration,Male,Urban,Not Admitted,0,0,5,3137,0,Family Support,1,0,0,Chef,Bachelor,1,Pilot,Bachelor,36,21,1,3,1,Group 3
9215,Psychology,Male,Rural,Admitted,0,1,3,3761,0,Scholarship,1,0,0,Doctor,Master,1,Businesswoman,Bachelor,73,16,4,0,0,Group 1
1244,Biology,Male,Rural,Admitted,0,1,5,5197,1,Family Support,1,1,0,Doctor,High School,1,Artist,High School,47,25,4,4,1,Group 2
3876,Business Administration,Male,Urban,Not Admitted,1,0,5,3862,1,Family Support,1,1,0,Businessman,Master,1,Engineer,High School,90,3,2,2,1,Group 2
2705,Engineering,Female,Rural,Admitted,1,0,5,7876,1,Family Support,0,1,0,Doctor,Bachelor,1,Police Officer,Master,77,19,4,1,1,Group 2
6796,Psychology,Female,Rural,Not Admitted,0,1,3,3592,0,Scholarship,1,1,0,Doctor,Master,1,Businesswoman,Bachelor,54,28,2,3,0,Group 1
5283,Psychology,Male,Urban,Admitted,0,0,3,5347,1,Family Support,0,0,1,Businessman,Bachelor,1,Teacher,High School,90,13,3,4,1,Group 2
4410,Business Administration,Male,Urban,Not Admitted,1,0,3,4446,0,Family Support,1,0,0,Businessman,Master,1,Nurse,High School,105,13,0,1,1,Group 1
4081,Business Administration,Male,Urban,Admitted,1,0,3,4442,1,Family Support,1,0,0,Police Officer,Bachelor,1,Teacher,High School,63,2,1,1,1,Group 1
3337,Biology,Male,Urban,Admitted,0,1,1,5806,0,Family Support,1,0,1,Engineer,Master,1,Nurse,Bachelor,114,21,1,4,1,Group 1
9571,Computer Science,Female,Rural,Admitted,1,1,2,6325,0,Scholarship,0,1,0,Engineer,Master,1,Engineer,High School,100,29,1,3,1,Group 2
2985,Business Administration,Female,Urban,Not Admitted,0,0,1,6756,0,Family Support,0,0,0,Pilot,Master,1,Teacher,Bachelor,59,20,1,1,0,Group 3
3570,Business Administration,Male,Rural,Not Admitted,0,0,4,4336,1,Scholarship,1,0,1,Chef,High School,1,Librarian,Master,109,21,0,0,0,Group 3
3023,Engineering,Male,Rural,Admitted,1,1,1,3801,1,Scholarship,1,1,1,Pilot,Bachelor,0,Librarian,Bachelor,88,26,1,4,0,Group 2
3123,Psychology,Male,Rural,Not Admitted,0,0,1,5357,1,Family Support,1,1,0,Lawyer,High School,0,Police Officer,High School,86,9,2,4,0,Group 1
5972,Computer Science,Male,Rural,Not Admitted,0,0,1,6257,1,Scholarship,1,1,1,Chef,High School,0,Librarian,Master,92,23,1,3,1,Group 2
1813,Engineering,Male,Urban,Admitted,1,1,2,6939,1,Family Support,0,0,0,Businessman,High School,0,Engineer,High School,76,19,0,3,1,Group 3
3720,Biology,Female,Rural,Admitted,0,1,5,7079,0,Family Support,0,1,0,Engineer,Master,1,Librarian,Bachelor,68,6,0,1,0,Group 1
2106,Biology,Female,Rural,Admitted,0,1,4,6295,0,Scholarship,0,0,1,Businessman,Bachelor,0,Businesswoman,Master,115,29,4,4,1,Group 2
1669,Business Administration,Male,Rural,Not Admitted,1,0,4,7669,1,Family Support,1,1,1,Businessman,Bachelor,0,Nurse,Master,45,15,1,4,1,Group 1
9679,Business Administration,Female,Urban,Admitted,1,0,2,3595,0,Family Support,1,1,1,Engineer,High School,1,Businesswoman,Bachelor,98,24,2,4,0,Group 3
3388,Biology,Female,Urban,Not Admitted,0,0,1,5047,1,Family Support,0,1,1,Police Officer,High School,0,Doctor,Master,102,2,4,4,1,Group 1
8819,Business Administration,Female,Urban,Not Admitted,0,1,5,3026,0,Scholarship,1,0,0,Artist,High School,0,Doctor,Bachelor,49,6,0,3,0,Group 2
8313,Computer Science,Male,Urban,Not Admitted,1,0,3,5428,0,Family Support,0,1,1,Lawyer,High School,1,Businesswoman,Master,47,29,3,3,0,Group 3
2847,Business Administration,Female,Urban,Admitted,1,1,2,3130,1,Family Support,0,1,1,Engineer,Bachelor,1,Teacher,High School,110,24,3,3,0,Group 2
6410,Psychology,Female,Rural,Admitted,0,1,5,6067,0,Scholarship,0,0,1,Artist,High School,0,Businesswoman,Master,59,26,0,4,0,Group 2
6493,Business Administration,Male,Urban,Not Admitted,0,0,2,6351,1,Scholarship,0,0,0,Engineer,Master,0,Teacher,Bachelor,65,0,0,4,0,Group 2
2575,Engineering,Female,Rural,Not Admitted,0,1,2,5332,0,Family Support,1,1,0,Teacher,High School,0,Artist,Master,107,27,1,4,1,Group 1
3907,Computer Science,Male,Urban,Admitted,0,0,3,3736,0,Family Support,0,0,1,Engineer,Bachelor,0,Businesswoman,Bachelor,54,29,1,0,1,Group 3
3048,Engineering,Female,Rural,Admitted,1,0,5,6847,0,Family Support,0,0,0,Teacher,Master,1,Librarian,Bachelor,74,12,1,3,0,Group 2
6219,Engineering,Male,Urban,Admitted,1,1,1,4298,0,Family Support,1,0,0,Doctor,Bachelor,1,Businesswoman,High School,69,19,0,3,0,Group 2
4670,Psychology,Male,Rural,Admitted,1,0,5,4091,1,Family Support,1,0,1,Lawyer,Master,0,Nurse,Bachelor,33,7,2,2,1,Group 1
3554,Computer Science,Female,Urban,Admitted,1,1,5,3232,1,Family Support,0,1,0,Pilot,High School,1,Engineer,Bachelor,95,7,0,2,1,Group 1
7581,Computer Science,Female,Rural,Admitted,0,1,1,3221,0,Scholarship,0,0,0,Engineer,Master,1,Pilot,Bachelor,55,2,1,3,1,Group 1
2345,Computer Science,Male,Rural,Admitted,1,1,3,3452,1,Scholarship,1,0,0,Pilot,Bachelor,0,Doctor,Bachelor,104,11,0,2,1,Group 2
2988,Computer Science,Male,Rural,Admitted,0,0,5,7399,1,Family Support,1,1,0,Businessman,Master,0,Police Officer,High School,99,20,2,0,0,Group 2
1954,Computer Science,Female,Rural,Admitted,0,0,1,3935,1,Scholarship,1,1,0,Lawyer,Master,0,Artist,High School,67,12,0,1,1,Group 3
2667,Psychology,Female,Rural,Not Admitted,1,0,2,4343,0,Scholarship,1,1,0,Chef,Master,0,Librarian,Master,112,21,1,3,1,Group 2
5686,Business Administration,Female,Rural,Admitted,1,1,2,5311,1,Scholarship,0,0,0,Pilot,Bachelor,0,Artist,Master,112,29,0,4,1,Group 1
3701,Engineering,Female,Urban,Admitted,0,1,1,3364,1,Family Support,1,1,0,Artist,Master,0,Engineer,High School,104,29,2,0,1,Group 2
2225,Computer Science,Male,Urban,Not Admitted,1,0,2,5789,1,Scholarship,1,0,0,Doctor,Master,1,Nurse,High School,84,16,3,2,0,Group 3
6958,Business Administration,Male,Rural,Admitted,0,1,5,4250,1,Scholarship,0,1,0,Engineer,High School,0,Artist,Master,86,25,2,0,1,Group 1
6683,Business Administration,Male,Rural,Admitted,0,0,1,3455,0,Scholarship,1,0,0,Doctor,Master,0,Artist,Bachelor,91,13,3,0,0,Group 3
9162,Engineering,Female,Rural,Not Admitted,1,0,5,4763,0,Family Support,0,0,0,Chef,High School,1,Artist,High School,99,1,4,3,0,Group 3
6787,Psychology,Female,Rural,Admitted,0,0,4,6892,1,Scholarship,1,0,1,Doctor,Master,0,Businesswoman,Master,43,18,2,0,1,Group 1
5884,Biology,Male,Rural,Not Admitted,1,0,3,7423,1,Family Support,1,1,1,Artist,Bachelor,1,Police Officer,Master,103,26,2,0,1,Group 2
3820,Biology,Male,Rural,Not Admitted,1,1,3,6732,1,Family Support,0,1,0,Police Officer,Master,0,Police Officer,Master,119,6,0,2,1,Group 2
1489,Business Administration,Male,Rural,Admitted,1,0,3,3818,0,Scholarship,0,1,1,Police Officer,Master,1,Teacher,High School,70,17,0,0,1,Group 2
1984,Engineering,Male,Urban,Not Admitted,0,1,1,7092,1,Scholarship,0,0,0,Chef,High School,0,Nurse,Master,74,26,1,1,0,Group 2
6981,Biology,Male,Rural,Not Admitted,1,1,4,4965,1,Family Support,0,1,1,Lawyer,Bachelor,0,Engineer,High School,79,20,0,1,0,Group 3
5943,Business Administration,Male,Rural,Not Admitted,0,0,3,6391,0,Scholarship,1,0,0,Pilot,High School,0,Engineer,High School,88,9,2,0,0,Group 2
7683,Psychology,Female,Urban,Not Admitted,1,0,5,3735,0,Family Support,0,0,0,Chef,High School,0,Nurse,Master,81,8,0,2,0,Group 2
3677,Biology,Male,Urban,Admitted,0,1,3,6606,1,Family Support,0,0,1,Pilot,Bachelor,0,Artist,Bachelor,65,11,4,2,1,Group 1
2503,Business Administration,Male,Rural,Not Admitted,0,0,4,4467,0,Family Support,0,1,1,Engineer,Bachelor,1,Teacher,Bachelor,103,16,0,3,1,Group 2
3697,Business Administration,Male,Urban,Not Admitted,0,1,5,6514,0,Family Support,1,0,0,Businessman,Master,0,Librarian,High School,55,7,3,1,1,Group 2
8276,Computer Science,Male,Urban,Admitted,0,1,5,6775,0,Scholarship,0,1,1,Doctor,High School,0,Police Officer,Bachelor,39,23,0,4,0,Group 3
3315,Psychology,Male,Urban,Not Admitted,0,1,1,7661,0,Family Support,1,0,0,Pilot,High School,1,Engineer,Bachelor,113,12,2,4,1,Group 1
8078,Computer Science,Male,Rural,Admitted,1,1,1,3819,0,Family Support,0,0,0,Chef,Bachelor,0,Engineer,Master,114,23,4,1,1,Group 1
8324,Engineering,Male,Rural,Not Admitted,0,0,2,4714,0,Family Support,0,1,0,Pilot,Master,0,Doctor,Bachelor,88,20,0,1,0,Group 3
7205,Computer Science,Female,Urban,Admitted,1,0,4,3515,0,Family Support,1,0,1,Police Officer,Bachelor,1,Artist,Master,93,27,4,2,0,Group 3
1426,Computer Science,Male,Rural,Not Admitted,1,0,5,4428,0,Family Support,1,0,1,Doctor,Master,1,Police Officer,Bachelor,111,8,3,1,0,Group 3
8339,Biology,Female,Rural,Admitted,1,1,4,6590,1,Family Support,1,0,0,Artist,Master,0,Pilot,High School,41,4,2,2,1,Group 3
8795,Business Administration,Female,Rural,Not Admitted,1,0,3,3843,1,Scholarship,0,0,0,Engineer,Master,0,Librarian,Bachelor,106,13,4,2,1,Group 2
1568,Psychology,Female,Urban,Admitted,0,1,3,7130,0,Scholarship,0,1,1,Teacher,High School,0,Pilot,Master,33,11,4,4,0,Group 3
8978,Computer Science,Male,Urban,Admitted,1,1,2,6473,1,Family Support,0,1,0,Engineer,Bachelor,1,Librarian,Master,38,21,0,3,0,Group 1
6662,Psychology,Male,Urban,Admitted,1,1,5,6135,1,Scholarship,1,0,0,Doctor,Master,0,Teacher,Bachelor,57,8,4,1,0,Group 1
9100,Computer Science,Male,Urban,Admitted,1,0,5,5615,1,Family Support,1,1,0,Lawyer,Bachelor,1,Businesswoman,High School,81,5,3,3,1,Group 2
1703,Engineering,Male,Rural,Admitted,1,0,2,7324,0,Scholarship,0,1,1,Businessman,Master,1,Artist,High School,104,28,2,0,0,Group 3
6612,Computer Science,Male,Rural,Not Admitted,1,1,3,6979,1,Family Support,1,1,0,Engineer,High School,1,Businesswoman,High School,71,25,3,4,1,Group 3
4816,Biology,Male,Rural,Not Admitted,1,0,5,4276,1,Family Support,1,0,0,Chef,Bachelor,1,Librarian,High School,103,11,0,1,1,Group 2
6745,Business Administration,Male,Urban,Admitted,0,1,4,4511,1,Family Support,0,1,0,Engineer,High School,0,Pilot,High School,56,21,3,1,0,Group 2
1323,Engineering,Male,Urban,Admitted,0,0,5,7900,1,Scholarship,0,1,0,Police Officer,Master,1,Pilot,Bachelor,57,15,2,3,0,Group 2
3464,Computer Science,Male,Rural,Not Admitted,0,0,3,7659,0,Scholarship,0,1,0,Engineer,High School,1,Librarian,High School,39,1,0,0,1,Group 3
6580,Psychology,Male,Urban,Not Admitted,1,0,5,5962,1,Scholarship,0,0,0,Engineer,High School,0,Businesswoman,Bachelor,57,11,2,2,0,Group 3
2582,Engineering,Female,Urban,Admitted,1,1,5,3894,1,Scholarship,0,0,0,Police Officer,Bachelor,1,Nurse,High School,32,28,4,3,0,Group 1
7113,Engineering,Male,Rural,Not Admitted,1,0,1,3853,1,Family Support,0,1,0,Doctor,Master,1,Businesswoman,Master,44,20,4,4,1,Group 2
2113,Computer Science,Male,Urban,Admitted,0,0,5,7435,0,Family Support,0,1,0,Engineer,Master,1,Artist,Master,76,1,0,0,0,Group 2
